title,ingredients,directions,link,source,NER,portions
Smoothie pomme et myrtille,"« 2 poignées de myrtilles (surgelées ou fraîches) », « 1 grosse pomme (évidée) », « 2 poignées d'épinards », « 10 fraises (fraîches ou surgelées) », « 3 cuillères à soupe de yaourt allégé »","[""Mélangez 2 poignées de myrtilles (surgelées ou fraîches), 1 grosse pomme (évidée), 2 poignées d'épinards, 10 fraises (fraîches ou surgelées) et 3 cuillères à soupe de yaourt allégé.""]",www.myrecipes.com/recipe/apple-and-blueberry-smoothie,Gathered,"[« myrtilles », « pomme », « poignées d'épinards », « fraises », « yaourt allégé »]",1
Cheesecake sans cuisson Philadelphia « Smoothie aux fruits »,"« 500 ml de chapelure de biscuits Graham Honey Maid », « 6 cuillères à soupe de beurre fondu », « 3 cuillères à soupe de sucre », « 4 paquets (225 g chacun) de fromage Neufchatel PHILADELPHIA ramolli », « 190 ml de sucre », « 1 paquet (355 g) de baies mélangées surgelées (fraises, framboises, bleuets, mûres), décongelée et bien égouttée », « 1 pot (225 g) de garniture fouettée COOL WHIP LITE, décongelée »","[« Couvrir un moule de 33 x 23 cm de papier aluminium, en laissant dépasser les extrémités. Mélanger la chapelure de biscuits, le beurre et 3 c. à soupe de sucre ; presser au fond du moule. Réfrigérer pendant la préparation de la garniture. », « BATTRE le Neufchatel et 190 ml de sucre dans un grand bol au batteur électrique jusqu'à homogénéité. Ajouter les fruits rouges ; battre à basse vitesse jusqu'à consistance homogène. Incorporer la crème fouettée froide en fouettant. Verser sur la croûte. », « RÉFRIGÉRER 4 heures ou jusqu'à consistance ferme. Utiliser les poignées en aluminium pour soulever le cheesecake du moule avant de le découper pour le servir. », « Conseils des cuisines KRAFT : », « CONSIDÉRER LES TAILLES », « Les sucreries peuvent ajouter du plaisir à une alimentation équilibrée, mais n'oubliez pas de surveiller les portions. Ce cheesecake donne suffisamment de portions pour 16 portions. », « VARIANTE », « Préparer comme indiqué, en remplaçant le paquet de fruits rouges surgelés par 75 ml de fruits rouges frais mélangés et en augmentant la quantité de sucre mélangé au Neufchatel à 250 ml. », « COMMENT RAMOLLIR LE FROMAGE À LA CRÈME », « Placer Déballer le paquet de fromage frais dans un bol allant au micro-ondes. Faire chauffer à puissance maximale pendant 10 secondes ou jusqu'à ce que le fromage soit tendre. Ajouter 15 secondes pour chaque paquet supplémentaire de fromage frais.",www.myrecipes.com/recipe/fruit-smoothie-cheesecake,Gathered,"[""HONEY MAID"", ""beurre"", ""sucre"", ""fromage"", ""sucre"", ""framboises"", ""garniture""]",16
Smoothie à la pêche fraîche,"188 ml de nectar de pêche, 1 cuillère à soupe de miel, 1/8 cuillère à café d'extrait d'amande, 2 cartons (5,3 onces) de yaourt grec à la vanille sans matières grasses, 750 ml de pêches fraîches tranchées, congelées, Brins de menthe (facultatif)","[« Placer les quatre premiers ingrédients dans un mixeur ; mixer jusqu'à obtenir une consistance lisse. Ajouter les pêches et mixer jusqu'à obtenir une consistance lisse. Répartir uniformément dans quatre verres ; décorer chaque portion d'un brin de menthe, si désiré. Servir immédiatement. »]",www.myrecipes.com/recipe/fresh-peach-smoothie,Gathered,"[""miel"", ""amande"", ""cartons de vanille"", ""pêches fraîches""]",3
Smoothie orange-ananas,"« 500 ml de morceaux d'ananas congelés », « 250 ml de jus d'orange », « 250 ml de yaourt à la vanille », « 188 ml de lait », « 62 ml d'édulcorant sans calories SPLENDA, granulé », « Garniture : quartiers d'orange »","[« Mixez les morceaux d'ananas congelés et les 4 ingrédients suivants au mixeur jusqu'à obtenir une consistance lisse, en raclant les bords. Garnissez si vous le souhaitez ; servez immédiatement. », « Remarque : Nous avons testé avec de l'ananas congelé en sachet provenant du rayon surgelé, de l'ananas frais congelé dans les cuisines d'essai et des morceaux d'ananas en conserve (avec leur jus) placés au congélateur (boîte et tout). Après avoir ouvert la boîte congelée, nous avons laissé couler de l'eau chaude dessus pendant environ 10 secondes, puis nous avons utilisé une fourchette pour en extraire 500 ml d'ananas. (Conseil : l'ananas en conserve se conserve jusqu'à 3 mois au congélateur.) »]",www.myrecipes.com/recipe/orange-pineapple-smoothie,Gathered,"[""ananas"", ""jus d'orange"", ""yaourt à la vanille"", ""lait"", ""quartiers d'orange""]",4
Smoothie à la pastèque avec une touche de menthe,"« 500 ml (1 pouce) de pastèque en cubes sans pépins », « 83 ml de yaourt grec nature à 2 % de matières grasses réduites », « 2 cuillères à soupe de menthe hachée »",[« Placez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse. »],www.myrecipes.com/recipe/watermelon-smoothie-mint,Gathered,"[""pastèque"", ""yaourt"", ""menthe""]",2
Smoothie aux fruits et aux noix,"250 ml de glaçons, 167 ml de jus d'orange frais, 125 ml de cubes de mangue surgelés, 83 ml de fraises tranchées, 62 ml de moitiés de noix grillées, 62 ml de lait de coco léger en conserve","[""Placez les glaçons, le jus d'orange, les cubes de mangue, les fraises, les moitiés de noix et le lait de coco dans un mixeur ; mixez jusqu'à obtenir une consistance lisse.""]",www.myrecipes.com/recipe/fruit-nut-smoothie,Gathered,"[""jus d'orange"", ""mangue"", ""fraises"", ""moitiés de noix grillées"", ""lait de coco léger""]",2
Smoothie vert ultime,"« 167 ml de jus de pomme », « 4 fleurons de brocoli surgelés », « 1 pomme hachée », « 1/4 d'avocat tranché »","[« Mélangez tous les ingrédients. », « Conseil : Ce cocktail ultra-vert est riche en brocoli. Saviez-vous qu’une portion de 110 g de brocoli vous apportera plus de 150 % de votre apport quotidien recommandé en vitamine C ? »]",www.myrecipes.com/recipe/ultimate-green-smoothie,Gathered,"[""jus de pomme"", ""brocoli surgelé"", ""pomme"", ""avocat""]",1
Smoothie fraise-goyave,"250 ml de fraises coupées en quartiers, 125 ml de nectar de goyave, 1 carton (6 onces) de yaourt biologique sans gras aux fraises, 1 banane mûre tranchée congelée, 5 glaçons (environ 2 onces)","[« Mettre 1 tasse de fraises coupées en quartiers (environ 140 g), 1/2 tasse de nectar de goyave, 1 carton de 170 g de yaourt biologique à la fraise sans matières grasses, 1 petite banane mûre congelée et 5 glaçons (environ 56 g) dans un mélangeur ; mixer 2 minutes ou jusqu’à obtenir une consistance lisse. Servir immédiatement. »]",www.myrecipes.com/recipe/strawberry-guava-smoothie,Gathered,"[""fraises coupées en quartiers"", ""nectar de goyave"", ""yaourt"", ""banane""]",1
Smoothie Dreamsicle à l'orange,"250 ml de yaourt grec à 2 % de matières grasses réduites, 167 ml de glaçons, 125 ml de mangue mûre pelée et hachée, congelée, 125 ml de jus d'orange frais, 1 orange moyenne, pelée et coupée en segments, 1 cuillère à café d'extrait de vanille",[« Placez tous les ingrédients dans un mixeur ; mixez 1 minute ou jusqu'à obtenir une consistance lisse. Répartissez le mélange uniformément dans deux verres. »],www.myrecipes.com/recipe/orange-dreamsicle-smoothie,Gathered,"[""yaourt"", ""mangue mûre pelée"", ""jus d'orange"", ""orange"", ""vanille""]",2
Smoothie vert éclatant Dr. Oz,"« 2 branches de céleri », « 1,8 L d'épinards hachés », « 1 pomme ou poire évidée et hachée », « 1 banane », « 2 cuillères à soupe de jus de citron frais », « 1 125 ml d'eau », « 1 tête de laitue romaine biologique hachée »","[« Ajoutez l'eau et la laitue romaine hachée dans le blender. Mixez à basse vitesse jusqu'à obtenir une consistance lisse. Ajoutez progressivement le céleri et la poire, puis la banane et le jus de citron. »]",www.myrecipes.com/recipe/glowing-green-smoothie-dr-oz,Gathered,"[""tiges de céleri"", ""pomme"", ""banane"", ""jus de citron"", ""eau""]",6
Smoothie énergisant aux myrtilles,"« 250 ml de bleuets frais ou congelés », « 167 ml de lait écrémé », « 125 ml de tofu soyeux ferme à teneur réduite en matières grasses (environ 113 g) », « 2 cuillères à soupe de tartinade aux framboises (comme Polaner All Fruit) », « 1 carton (170 g) de yaourt à la framboise faible en gras »",[« Mélanger tous les ingrédients dans un mixeur et mixer jusqu'à obtenir une consistance lisse. »],www.myrecipes.com/recipe/blueberry-power-smoothie,Gathered,"[""myrtilles"", ""lait"", ""soyeux"", ""framboise"", ""framboise en carton""]",2
Smoothie aux baies et aux betteraves,"250 ml de bleuets, 125 ml de framboises fraîches ou congelées non sucrées, 83 ml de betteraves cuites et tranchées, 62 ml de yaourt grec nature sans gras, 62 ml de jus d'orange frais, 1 cuillère à café de miel",[« Placez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse. »],www.myrecipes.com/recipe/berries-beets-smoothie,Gathered,"[""myrtilles"", ""framboises"", ""yaourt"", ""jus d'orange"", ""miel""]",2
Smoothie mangue-baies,"1 62 ml de jus d'orange, 250 ml de yaourt à la vanille sans gras, 500 ml de morceaux de mangue surgelés ou frais, 1 banane mûre, 125 ml de myrtilles surgelées ou fraîches","[""Mélanger tous les ingrédients dans un mixeur jusqu'à obtenir une consistance lisse.""]",www.myrecipes.com/recipe/mango-berry-smoothie,Gathered,"[""jus d'orange"", ""yaourt à la vanille sans matières grasses"", ""mangue"", ""banane"", ""myrtilles""]",3
"Smoothie au thé vert, kiwi et mangue","2 125 ml de mangue en dés congelée, 188 ml de yaourt à la vanille sans gras, divisé, 62 ml de miel, divisé, 2 cuillères à soupe d'eau, 1/2 cuillère à café de zeste de citron vert râpé, 3 kiwis mûrs, pelés et coupés en quartiers, 500 ml de glaçons, 125 ml de jeunes pousses d'épinards tassés, 2 cuillères à soupe de thé vert en bouteille, Tranches de kiwi (facultatif)","[« Mettre la mangue, 120 ml de yaourt, 2 cuillères à soupe de miel, 2 cuillères à soupe d'eau et le zeste de citron vert dans un blender ; mixer jusqu'à obtenir une consistance lisse, en remuant de temps en temps. Répartir le mélange de mangue dans 4 verres ; placer les verres au congélateur. », « Rincer le blender. Mettre 60 ml de yaourt, 2 cuillères à soupe de miel, le kiwi et les 3 ingrédients suivants dans le blender ; mixer jusqu'à obtenir une consistance lisse, en remuant de temps en temps. Déposer délicatement le mélange thé vert-kiwi sur le mélange de mangue dans les verres réservés, en travaillant soigneusement autour de chaque verre pour créer une ligne horizontale nette. Décorer de tranches de kiwi et mélanger pour marier les saveurs, si désiré. Servir immédiatement. »]",www.myrecipes.com/recipe/green-tea-kiwi-mango-smoothie,Gathered,"[""mangue"", ""yaourt à la vanille sans matières grasses"", ""miel"", ""eau"", ""zeste de citron vert"", ""kiwi"", ""jeunes épinards"", ""thé vert""]",4
"Smoothie au gingembre, aux baies et à l'avoine","""62 ml de flocons d'avoine préparés"", ""62 ml de lait écrémé à 1 %, ""1/2 cuillère à café de gingembre frais pelé et râpé"", ""250 ml de mûres fraîches"", ""125 ml de fraises tranchées"", ""1 cuillère à café de miel"", ""125 ml de glace""",[« Placez les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse. »],www.myrecipes.com/recipe/ginger-berries-oats-smoothie,Gathered,"[""gruau"", ""lait"", ""gingembre frais"", ""mûres fraîches"", ""fraises"", ""miel""]",2
Batido De mangue (Smoothie à la Mangue),"1 125 ml de mangue pelée hachée, 1 125 ml de lait écrémé, 62 ml de jus de citron vert frais, 1 cuillère à soupe de cassonade",[« Placez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse. Servez avec des glaçons. »],www.myrecipes.com/recipe/batido-de-mango-mango-smoothie,Gathered,"[""mangue"", ""lait"", ""jus de citron vert"", ""sucre roux""]",1
Smoothie framboise-raisin,"« 250 ml de framboises surgelées », « 125 ml de jus de raisin 100 % non sucré réfrigéré », « 2 cuillères à soupe de miel », « 1/2 cuillère à café de jus de citron frais », « 1 carton (6 onces) de yaourt à la fraise faible en gras »","[« Mettez tous les ingrédients dans un mixeur ; mixez jusqu'à obtenir une consistance lisse. Servez immédiatement. », « À votre santé ! Une tasse de framboises vous apporte une demi-dose quotidienne de vitamine C et environ un tiers de votre apport quotidien en fibres. »]",www.myrecipes.com/recipe/raspberry-grape-smoothie,Gathered,"[""framboises surgelées"", ""jus de raisin"", ""miel"", ""jus de citron"", ""yaourt""]",1
Smoothie pour l'équilibre du ventre,"« 125 ml de yaourt nature sans gras », « 125 ml de bleuets surgelés », « 125 ml de framboises surgelées », « 250 ml de lait de soja à la vanille », « 2 cuillères à café de miel (facultatif) », « Contenu de quelques capsules probiotiques (à partir de capsules de gélatine) »",[« Placez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse. Servez dans un grand verre. »],www.myrecipes.com/recipe/belly-balance-smoothie,Gathered,"[""yaourt"", ""myrtilles surgelées"", ""framboises surgelées"", ""lait de soja à la vanille"", ""miel"", ""capsules""]",2
Smoothie au lever du soleil sur l'île,"« 500 ml de papaye hachée », « 125 ml de jus d'orange », « 1 cuillère à soupe de miel », « 2 cuillères à café de jus de citron vert frais », « une pincée de sel », « 250 ml de mangue en cubes congelée (1/2 pouce) », « 250 ml de fraises congelées »","[« Mettez les 5 premiers ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse. Ajoutez la mangue et les fraises et mixez jusqu'à obtenir une consistance lisse. », « À votre santé. Les papayes sont riches en potassium : juste ce qu'il vous faut pour éviter les crampes musculaires après l'entraînement. Le potassium contribue également à maintenir une tension artérielle stable. »]",www.myrecipes.com/recipe/island-sunrise-smoothie,Gathered,"[""papaye"", ""jus d'orange"", ""miel"", ""jus de citron vert"", ""sel"", ""congelé"", ""fraises surgelées""]",4
Smoothie au lait de soja et à la framboise et au citron vert,"« 500 ml de lait de soja », « 1/2 once de yaourt sans produits laitiers faible en gras ou sans gras (soja) », « 6 cuillères à café de jus de citron vert frais », « 1 cuillère à soupe d'amandes effilées », « 125 ml de framboises fraîches », « 2 protéines de soja en poudre »","[« Mettez tous les ingrédients, sauf la poudre de protéines, dans un blender. Mixez jusqu'à obtenir une consistance lisse, puis ajoutez la poudre de protéines. Versez dans un verre et servez immédiatement. »]",www.myrecipes.com/recipe/raspberry-lime-soy-milk-smoothie,Gathered,"[""lait de soja"", ""yaourt"", ""jus de citron vert"", ""amandes"", ""framboises fraîches"", ""poudre de protéines de soja""]",2
Smoothie 30/30 du Dr Oz,"250 ml de yaourt grec, 83 ml d'amandes, 125 ml de baies","[« Ajoutez le yaourt, les amandes et les fruits rouges dans le mixeur. Mixez jusqu'à obtenir une consistance lisse. »]",www.myrecipes.com/recipe/dr-ozs-30-30-smoothie,Gathered,"[« Yaourt grec », « Amandes », « Baies »]",2
Smoothie aux quatre baies,"500 ml de crème glacée à la vanille, ramollie, 250 ml de fraises fraîches ou surgelées, tranchées, 188 ml de bleuets frais ou surgelés, 125 ml de framboises fraîches ou surgelées, 2 cuillères à soupe de sucre, 125 ml de jus de canneberge, 1 cuillère à soupe de jus de citron, Garnitures : bleuets frais, framboises, brins de menthe","[« Travailler les sept premiers ingrédients au mixeur. Ajouter des glaçons jusqu'à 110 ml (4 1/2 tasses) ; mixer jusqu'à obtenir une consistance lisse, en raclant les parois. Garnir si désiré ; servir immédiatement. »]",www.myrecipes.com/recipe/four-berry-smoothie,Gathered,"[""glace à la vanille"", ""fraises surgelées"", ""myrtilles"", ""framboises surgelées"", ""sucre"", ""jus de canneberge"", ""jus de citron"", ""myrtilles fraîches""]",2
Smoothie ultra-chocolat,"188 ml de yaourt glacé au chocolat faible en gras, 2 cuillères à soupe de cacao non sucré, 125 ml de lait d'amande non sucré, Copeaux de chocolat noir pour la garniture","[« Mélanger le yaourt glacé, le cacao et le lait au mixeur jusqu'à obtenir une purée lisse. Verser dans un verre glacé et décorer de copeaux de chocolat ; servir. »]",www.myrecipes.com/recipe/ultra-chocolate-smoothie,Gathered,"[""chocolat allégé"", ""cacao non sucré"", ""lait d'amande non sucré"", ""copeaux de chocolat""]",1
Smoothie aux canneberges et au thé vert,"125 ml de canneberges surgelées, 62 ml de bleuets surgelés, 125 ml de mûres surgelées, 5 fraises entières surgelées, 1 banane mûre, 125 ml de thé vert infusé, refroidi à température ambiante, 62 ml de lait de soja nature, 2 cuillères à soupe de miel ou de cassonade claire tassée","[« Dans un mélangeur, mixer tous les ingrédients jusqu'à obtenir une consistance lisse. », « Remarque : L'analyse nutritionnelle est basée sur une portion de 500 ml. », « La technologie de surgélation individuelle (IQF) permet d'obtenir des fruits surgelés de haute qualité, dont la valeur nutritionnelle est comparable à celle des fruits frais. Les fruits surgelés sont parfaits pour les smoothies : ils rafraîchissent la boisson sans la diluer comme le feraient des glaçons. », « Pour une touche tropicale, remplacez les mûres et les fraises par 250 ml de morceaux d'ananas surgelés. »]",www.myrecipes.com/recipe/cran-berry-green-tea-smoothie,Gathered,"[""canneberges surgelées"", ""myrtilles surgelées"", ""mûres surgelées"", ""fraises"", ""banane"", ""thé vert"", ""lait de soja"", ""miel""]",2
Smoothie ananas-gingembre,"« 250 ml de jus d'ananas-orange réfrigéré », « 500 ml (2,5 cm) de morceaux d'ananas congelés », « 1 cuillère à café de gingembre frais pelé et râpé », « 2 cartons (150 g) de yaourt grec à la vanille sans matières grasses »","[« Mettez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse. », « Pour votre santé ! Courbatures et courbatures ? Des chercheurs ont découvert que le gingembre frais pouvait apaiser les muscles après une séance d'entraînement. »]",www.myrecipes.com/recipe/pineapple-ginger-smoothie,Gathered,"[""ananas"", ""ananas"", ""gingembre frais"", ""cartons de vanille""]",2
Smoothie au beurre de cacahuète après l'école,"125 ml de lait, 250 ml de glace pilée, 2 cuillères à soupe de beurre de cacahuète crémeux, 2 cuillères à soupe de miel, 1 banane","[""Mélangez 1 banane, 2 cuillères à soupe de miel, 2 cuillères à soupe de beurre de cacahuète crémeux - faites-en des cuillères à soupe bombées - 1 tasse de glace pilée et 1/2 tasse de lait.""]",www.myrecipes.com/recipe/after-school-peanut-butter-smoothie,Gathered,"[""lait"", ""glace pilée"", ""beurre de cacahuète"", ""miel"", ""banane""]",1
Smoothie Poire-Fect,"1 banane, 125 ml de lait de soja, 125 ml de jus de pomme non sucré, 62 ml de poire pelée et hachée, 62 ml de myrtilles","[« Mettez la banane, le lait de soja, le jus de pomme, la poire et les myrtilles dans un mixeur ; mixez jusqu'à obtenir une consistance lisse. Versez dans un verre et buvez ! »]",www.myrecipes.com/recipe/pear-fect-smoothie,Gathered,"[""banane"", ""lait de soja"", ""jus de pomme"", ""poire"", ""myrtilles""]",1
Smoothie aux baies énergisantes,"250 ml de baies mélangées surgelées (fraises, myrtilles, framboises et mûres), 125 ml d'eau, 62 ml de yaourt nature faible en gras, 1 cuillère à café de miel, 1 cuillère à soupe de poudre de protéines de soja non sucrée",[« Mélanger les ingrédients dans un mixeur. Réduire en purée jusqu'à obtenir une consistance lisse ; boire immédiatement. »],www.myrecipes.com/recipe/power-berry-smoothie,Gathered,"[« myrtilles », « eau », « yaourt nature allégé », « miel »]",1
Smoothie banane-baies au babeurre,"1 125 ml de glace, 250 ml de fraises coupées en quartiers, 250 ml de myrtilles, 188 ml de babeurre froid faible en gras, 2 cuillères à soupe de miel, 1/4 cuillère à café d'extrait de vanille, 1 banane moyenne mûre","[""Mélanger la glace, les fraises, les myrtilles, le babeurre, le miel, la vanille et la banane dans un mixeur ; réduire en purée jusqu'à obtenir une consistance lisse.""]",www.myrecipes.com/recipe/banana-berry-buttermilk-smoothie,Gathered,"[""fraises coupées en quartiers"", ""myrtilles"", ""froid faible en gras"", ""miel"", ""vanille"", ""banane""]",3
Mise à jour sur les smoothies,"Mangue en dés, Baies fraîches, Glaçons, Yaourt, Lait, Miel, Pincée de cardamome","[« Inspirez-vous d'un lassi indien et mélangez une bonne poignée de mangue coupée en dés, de baies de votre choix et de glaçons avec du yaourt, un peu de lait, une cuillerée de miel et une pincée de cardamome. »]",www.myrecipes.com/recipe/smoothie-update,Gathered,"[""mangue"", ""baies fraîches"", ""cubes"", ""yaourt"", ""lait"", ""miel"", ""cardamome""]",1
Smoothie vert au gingembre et à la colada : « Une piña colada avec une touche de gingembre »,"1 cuillère à soupe de gingembre frais (environ 1 petit bouton, peau retirée), 1/2 citron ou citron vert, pressé (1 cuillère à soupe), 83 ml de lait de coco léger, 1 125 ml d'ananas congelé haché, 1 petite banane mûre congelée, préalablement pelée, tranchée et congelée, 1 grosse poignée d'épinards, 1 petite poignée de chou frisé, 167 ml de lait d'amande nature non sucré, 188 ml d'eau filtrée (commencer avec 188 ml, et ajouter plus pour fluidifier le mélange), 1 cuillère à soupe de farine de graines de lin, 1 cuillère à soupe de graines de chanvre décortiquées crues, 1 cuillère à soupe de sirop d'érable ou de nectar d'agave (selon la douceur de la banane/ananas)","[« Ajoutez tous les ingrédients dans le blender dans l'ordre indiqué et mixez vigoureusement à vitesse maximale jusqu'à obtenir une consistance lisse. Si le mélange n'est pas homogène, ajoutez un peu d'eau ou de lait d'amande. Laissez mixer 2 à 3 minutes à vitesse maximale pour bien mélanger le tout, surtout le gingembre. », « Goûtez et rectifiez l'assaisonnement si nécessaire, en ajoutant un peu de banane congelée ou l'édulcorant de votre choix pour plus de douceur ; du jus de citron vert pour l'acidité ; ou du lait de coco pour l'onctuosité. », « Servez immédiatement. Conservez les restes au réfrigérateur jusqu'à 24 heures, mais ce smoothie est meilleur servi frais. »]",www.myrecipes.com/recipe/ginger-colada-green-smoothie-a-pia-colada-with-a-gingery-kick,Gathered,"[""gingembre frais"", ""citron"", ""lait de coco léger"", ""ananas"", ""poignée d'épinards"", ""poignée de chou frisé"", ""lait"", ""eau filtrée"", ""repas"", ""graines de chanvre"", ""sirop d'érable""]",3
"Smoothie aux agrumes, banane et avoine","« 167 ml de jus d'orange frais », « 125 ml de flocons d'avoine à cuisson rapide préparés », « 125 ml de yaourt grec nature à 2 % de matières grasses réduites », « 1 cuillère à soupe de graines de lin moulues », « 1 cuillère à soupe de miel », « 1/2 cuillère à café de zeste d'orange râpé », « 1 grosse banane, tranchée et congelée », « 250 ml de glaçons »","[« Mélanger les 7 premiers ingrédients dans un blender ; mélanger par impulsions. Ajouter de la glace et mixer jusqu'à obtenir une consistance lisse. », « MyRecipes collabore avec », « Partnership for a Healthier America » et « MyPlate » de l'USDA pour offrir à tous ceux qui recherchent des options plus saines un accès à une mine de recettes pour créer des assiettes saines et savoureuses. Pour plus d'informations sur la création d'une assiette saine, consultez », « .»]",www.myrecipes.com/recipe/citrusy-banana-oat-smoothie,Gathered,"[""jus d'orange"", ""avoine"", ""yaourt"", ""repas"", ""miel"", ""zeste d'orange"", ""banane""]",2
Smoothie myrtille-tofu,"250 ml de bleuets surgelés, 125 ml (4 onces) de tofu soyeux, 125 ml de jus de grenade, 125 ml de glace pilée, 1 cuillère à soupe de nectar d'agave ou de miel","[« Dans un mixeur, mélanger les ingrédients jusqu'à obtenir une consistance lisse. »]",www.myrecipes.com/recipe/blueberry-tofu-smoothie,Gathered,"[« myrtilles congelées », « tofu soyeux », « jus de grenade », « glace pilée », « miel »]",2
Smoothie fraise-banane après l'école,"250 ml de jus d'orange, 62 ml de yaourt nature sans gras, 1 banane congelée (hachée), 62 ml de fraises congelées ou fraîches, Miel au goût","[« Mélangez 1 tasse de jus d'orange, 1/4 tasse de yaourt nature sans gras, 1 banane congelée (hachée), 1/4 tasse de fraises congelées ou fraîches et du miel au goût. », « Pour une saveur tropicale, remplacez le jus d'orange par du jus d'ananas ou de mangue et expérimentez avec différents fruits. »]",www.myrecipes.com/recipe/after-school-strawberry-banana-smoothie,Gathered,"[""jus d'orange"", ""yaourt écrémé"", ""banane congelée"", ""fraises fraîches"", ""miel""]",1
Préparez un smoothie au chocolat sans sucres qui raccourcissent la vie,"250 ml de glaçons, 167 ml de yaourt grec nature à 2 % de matières grasses réduites, 62 ml de concentré de café infusé à froid, 1 1/2 cuillère à soupe de graines de lin moulues, 1 cuillère à soupe de cacao non sucré, 1 1/2 cuillère à café de sirop d'érable ou de miel, 1/2 cuillère à café d'extrait de vanille","[""Placez les glaçons, le yaourt, le concentré de café, les graines de lin moulues, le cacao, le sirop d'érable ou le miel et la vanille dans un mixeur ; mixez jusqu'à obtenir une consistance lisse.""]",www.myrecipes.com/recipe/mocha-flax-smoothie,Gathered,"[""yaourt"", ""\u00bc"", ""graines de lin moulues"", ""cacao non sucré"", ""sirop d'érable"", ""extrait de vanille""]",2
Smoothie myrtille-fruit de la passion,"250 ml de yaourt nature sans gras, 125 ml de nectar de fruit de la passion, 125 ml de glaçons, 1 1/2 cuillère à café de germe de blé grillé, 2 cuillères à café de miel, 1 sac (12 onces) de myrtilles surgelées, 1 banane mûre, coupée en 4 morceaux","[« Mettez tous les ingrédients dans un blender et mixez jusqu'à obtenir une consistance lisse. », « MyRecipes collabore avec », « Partnership for a Healthier America » et « MyPlate » de l'USDA pour offrir à tous ceux qui recherchent des options plus saines un accès à une mine de recettes pour créer des assiettes saines et savoureuses. Pour plus d'informations sur la création d'une assiette saine, consultez », « .»]",www.myrecipes.com/recipe/blueberry-passion-fruit-smoothie,Gathered,"[""yaourt"", ""nectar de fruit de la passion"", ""germe de blé grillé"", ""miel"", ""myrtilles surgelées"", ""banane""]",2
Smoothie à l'avocat et aux épinards,"250 ml de lait d'amande non sucré ou de lait de coco (comme -Califia Farms*), 1 grosse poignée de feuilles d'épinards, 2 poignées de glaçons, 2 cuillères à soupe de beurre d'amande ou de cacahuète, 2 cuillères à soupe de poudre de protéine de vanille*, 1/2 avocat mûr, 1/2 banane mûre, 1 cuillère à soupe de graines de chanvre décortiquées, 1 pincée de cannelle","[« Dans un mixeur, mixez tous les ingrédients jusqu'à obtenir une consistance lisse. », « *À trouver dans les épiceries bien approvisionnées. Frederickson apprécie les protéines végétales en poudre Ora Organic et Vega ; à trouver en ligne. »]",www.myrecipes.com/recipe/avocado-and-spinach-smoothie,Gathered,"[""lait d'amande non sucré"", ""poignée de feuilles d'épinards"", ""cubes"", ""amande"", ""poudre de protéines à la vanille"", ""avocat"", ""banane"", ""graines de chanvre"", ""cannelle""]",1
Smoothie Rise-N-Grind,"250 ml de jus d'ananas en conserve DOLE(R), réfrigéré, 2 bananes mûres pelées, 1 à 500 ml de crème glacée au café léger, 1 cuillère à café d'extrait de rhum","[« Mélanger les bananes, le jus d'ananas, la crème glacée et l'extrait de vanille dans un mixeur ou un robot culinaire. Couvrir et mixer jusqu'à obtenir une consistance lisse. »]",www.myrecipes.com/recipe/dole-rise-n-grind-smoothie,Gathered,"[""Jus d'ananas"", ""glace au café"", ""rhum""]",2
Smoothie fraise-grenade,"« 188 ml de fraises congelées non sucrées », « 125 ml de jus de grenade pur, réfrigéré », « 1 contenant de 6 g de yogourt à la vanille (non écrémé) », « 2 cuillères à soupe de lait »",[« Mélanger tous les ingrédients dans un blender jusqu'à obtenir une consistance lisse. Servir immédiatement. »],www.myrecipes.com/recipe/strawberry-pomegranate-smoothie,Gathered,"[""jus de grenade"", ""yaourt à la vanille"", ""lait""]",1
Smoothie mûre-pêche aux noix,"500 ml de pêches tranchées surgelées, 250 ml de mûres, 250 ml de jus d'orange, 188 ml de tofu soyeux mou haché (environ 110 g), 62 ml de miel, 2 cuillères à soupe de jus de citron frais, 2 cuillères à soupe de noix hachées",[« Mettre les pêches et les cinq ingrédients suivants (y compris le jus de citron) dans un mixeur ; mixer jusqu'à obtenir une consistance lisse. Garnir de noix. »],www.myrecipes.com/recipe/blackberry-peach-smoothie-with-walnuts,Gathered,"[""pêches"", ""mûres"", ""jus d'orange"", ""soyeux"", ""miel"", ""jus de citron"", ""noix""]",4
